model	rmsd_full	rmsd_framework	rmsd_h1	rmsd_h2	rmsd_h3	rmsd_l1	rmsd_l2	rmsd_l3
7phu_63_1	0.400	0.506	0.784	0.433	2.065	0.701	0.518	0.553
7phu_18_0	0.416	0.499	0.546	0.369	3.271	0.587	0.647	0.763
7phu_13_4	0.391	0.453	0.501	0.344	3.683	0.547	0.586	0.605
7phu_13_3	0.396	0.475	0.578	0.255	2.758	0.458	0.518	0.531
7phu_39_0	0.396	0.483	0.373	0.433	1.097	0.678	0.617	0.624
7phu_66_4	0.421	0.577	0.721	0.435	3.044	0.643	0.652	0.479
7phu_75_1	0.383	0.425	0.478	0.300	3.125	0.420	0.448	0.555
7phu_6_2	0.378	0.478	0.621	0.329	1.858	0.426	0.587	0.532
7phu_28_3	0.400	0.480	0.540	0.410	1.170	0.614	0.616	0.476
7phu_28_4	0.391	0.494	0.730	0.485	1.010	0.460	0.553	0.519
7phu_54_1	0.387	0.480	0.420	0.359	1.273	0.663	0.640	0.574
7phu_66_3	0.411	0.514	0.654	0.341	1.321	0.458	0.620	0.481
7phu_37_1	0.391	0.476	0.664	0.377	1.460	0.458	0.475	0.484
7phu_97_3	0.429	0.464	0.481	0.389	3.618	0.635	0.630	0.551
7phu_97_4	0.415	0.522	0.528	0.350	2.607	0.651	0.637	0.541
7phu_50_4	0.378	0.529	0.742	0.482	4.688	0.623	0.565	0.513
7phu_34_0	0.417	0.557	0.405	0.333	1.943	0.502	0.444	0.608
7phu_62_1	0.399	0.469	0.379	0.347	3.965	0.543	0.548	0.591
7phu_50_3	0.391	0.494	0.559	0.411	1.814	0.669	0.600	0.578
7phu_80_4	0.411	0.494	0.598	0.375	2.352	0.450	0.578	0.643
7phu_33_3	0.410	0.471	0.661	0.478	3.166	0.638	0.534	0.460
7phu_98_2	0.436	0.487	0.652	0.369	1.803	0.539	0.490	0.489
7phu_65_2	0.407	0.531	0.442	0.428	2.544	0.576	0.693	1.032
7phu_33_4	0.387	0.478	0.615	0.405	1.926	0.479	0.471	0.372
7phu_80_3	0.408	0.530	0.845	0.491	4.165	0.614	0.662	0.434
7phu_46_3	0.416	0.519	0.642	0.343	4.618	0.456	0.667	0.785
7phu_46_4	0.430	0.474	0.525	0.386	0.995	0.506	0.574	0.609
7phu_52_2	0.422	0.521	0.551	0.454	0.871	0.611	0.516	0.605
7np1_46_2	0.934	0.830	0.755	1.259	5.122	1.687	0.482	2.348
7np1_52_3	1.011	0.910	0.922	1.309	5.299	1.875	0.480	2.209
7np1_52_4	0.758	0.691	0.596	0.798	5.263	0.964	0.472	1.835
7np1_62_0	0.946	0.868	0.814	1.225	5.049	1.621	0.347	2.070
7np1_50_2	0.962	0.911	1.105	1.889	5.012	1.879	0.492	2.096
7np1_34_1	0.845	0.850	1.034	1.574	5.928	1.611	0.271	1.821
7np1_98_3	0.926	0.837	0.729	1.151	6.007	1.602	0.284	2.016
7np1_65_3	1.001	0.983	0.721	0.924	4.958	1.807	0.404	2.390
7np1_80_2	0.923	0.875	0.902	1.184	5.047	1.706	0.265	2.099
7np1_33_2	0.947	0.774	0.686	1.265	4.952	1.609	0.272	2.205
7np1_98_4	0.974	0.871	0.899	1.440	6.082	1.685	0.221	2.030
7np1_65_4	0.999	0.949	0.850	1.223	4.976	2.048	0.669	2.398
7np1_54_0	0.965	0.790	0.803	1.163	5.996	1.383	0.248	2.194
7np1_66_2	0.944	0.930	0.971	1.431	4.909	2.047	0.511	2.204
7np1_28_2	0.956	0.860	0.953	1.490	4.993	1.811	0.259	2.116
7np1_75_0	0.768	0.790	1.056	1.753	5.054	1.762	0.322	1.821
7np1_6_1	0.985	0.905	0.797	1.208	5.003	1.784	0.237	2.266
7np1_97_2	0.963	0.848	0.902	1.367	5.017	1.812	0.369	2.092
7np1_37_0	1.041	1.045	1.193	1.801	5.106	2.079	0.411	2.168
7np1_63_0	0.987	0.873	0.863	1.381	5.268	1.795	0.359	2.225
7np1_13_2	0.962	0.872	1.021	1.511	5.020	1.830	0.369	2.044
7np1_39_1	0.994	0.951	0.894	1.196	4.938	1.843	0.436	2.272
7np1_18_1	0.789	0.936	0.701	0.612	6.673	1.351	0.706	2.276
7np1_80_4	0.973	0.903	0.881	1.406	5.022	1.907	0.298	2.145
7np1_33_3	1.003	0.890	0.780	0.956	5.871	2.013	0.551	2.448
7np1_33_4	0.812	0.780	0.586	0.671	5.176	1.050	0.635	1.969
7np1_65_2	0.832	0.878	0.877	1.513	6.370	2.062	0.748	2.095
7np1_98_2	0.979	0.961	0.874	1.274	5.927	1.847	0.357	2.097
7np1_80_3	1.009	0.790	0.943	1.431	4.984	1.580	0.301	2.576
7np1_34_0	0.976	0.883	1.496	1.289	5.859	1.819	0.377	2.181
7np1_50_4	1.000	0.944	0.898	1.391	4.925	1.789	0.349	2.156
7np1_62_1	0.926	0.799	0.773	1.182	5.003	1.514	0.232	2.180
7np1_50_3	0.963	1.023	0.800	1.269	5.075	1.804	0.294	2.133
7np1_52_2	0.980	0.855	0.763	0.914	5.059	1.681	0.571	2.393
7np1_46_3	0.952	0.862	0.787	1.156	5.028	1.565	0.309	2.184
7np1_46_4	0.839	0.818	0.772	1.399	4.858	1.578	0.341	1.785
7np1_18_0	0.988	1.012	0.903	1.061	5.383	1.805	0.451	2.295
7np1_13_4	0.964	0.866	1.089	1.694	4.964	1.764	0.335	2.069
7np1_13_3	0.792	0.793	0.732	1.186	5.049	1.213	0.330	1.513
7np1_39_0	0.967	1.001	0.893	0.636	5.321	1.736	0.649	2.405
7np1_63_1	0.975	0.803	0.746	1.218	5.967	1.679	0.463	2.265
7np1_6_0	0.981	0.899	0.675	0.934	4.832	1.987	0.433	2.231
7np1_97_3	0.989	0.883	0.875	1.757	5.029	1.871	0.335	2.226
7np1_37_1	0.859	0.779	1.028	1.547	4.943	1.624	0.356	1.776
7np1_97_4	0.938	0.817	1.041	1.775	5.027	1.782	0.421	2.065
7np1_66_4	0.955	0.906	0.900	1.303	5.021	1.902	0.457	2.202
7np1_28_3	0.928	0.814	0.932	1.606	4.995	1.699	0.417	2.055
7np1_75_1	0.970	0.847	0.773	1.373	4.837	1.695	0.207	2.204
7np1_28_4	0.955	0.983	0.840	1.369	5.509	1.930	0.523	2.862
7np1_54_1	0.967	1.005	0.891	0.902	5.213	1.537	0.441	2.290
7np1_66_3	0.905	0.785	0.779	1.258	6.014	1.723	0.387	1.941
7np1_18_4	0.955	0.794	0.738	1.039	4.923	1.684	0.569	2.361
7np1_13_0	0.958	0.916	0.963	1.678	4.970	1.874	0.380	2.061
7np1_39_3	0.937	0.940	0.888	0.814	5.556	1.319	0.729	2.440
7np1_39_4	0.978	0.886	0.766	0.732	6.640	1.542	0.633	2.499
7np1_18_3	0.780	0.938	0.759	0.683	5.205	1.451	1.001	2.445
7np1_63_2	0.991	0.810	0.802	1.215	5.483	1.751	0.437	2.175
7np1_6_4	0.958	0.772	0.875	1.287	5.118	1.574	0.487	2.322
7np1_6_3	0.980	0.840	0.866	1.213	5.640	1.702	0.283	2.295
7np1_97_0	0.948	0.904	0.891	1.350	5.050	1.981	0.578	2.230
7np1_37_2	0.988	0.963	0.970	1.599	4.891	2.098	0.452	2.248
7np1_54_2	0.842	0.758	0.670	0.696	5.308	1.253	0.532	2.066
7np1_66_0	1.001	0.903	1.028	1.757	5.009	1.846	0.428	2.130
7np1_28_0	0.880	0.844	0.730	1.268	5.251	1.919	0.336	2.009
7np1_75_2	0.827	0.787	0.920	1.333	5.183	1.580	0.273	1.618
7np1_98_1	0.929	1.009	0.923	1.685	5.998	1.942	0.465	2.206
7np1_65_1	0.898	0.951	0.886	1.103	5.068	1.631	0.530	2.354
7np1_80_0	0.908	0.880	0.896	0.924	5.023	1.410	0.281	2.037
7np1_33_0	0.971	1.079	0.848	0.531	5.386	1.581	0.713	2.519
7np1_34_4	0.974	0.868	0.865	1.560	6.048	1.758	0.260	2.066
7np1_62_2	0.982	0.926	1.064	1.516	5.462	1.877	0.346	2.055
7np1_50_0	0.944	0.870	0.932	1.417	5.068	1.720	0.264	2.073
7np1_34_3	0.805	0.798	0.912	1.627	5.987	1.593	0.252	1.795
7np1_52_1	0.842	0.823	0.644	0.912	5.726	1.457	0.550	2.158
7np1_46_0	0.960	0.937	0.845	1.400	5.037	1.928	0.465	2.123
7np1_54_4	1.012	1.056	0.888	1.363	4.999	1.850	0.292	2.221
7np1_28_1	0.771	0.782	0.696	0.804	5.149	1.049	0.493	1.417
7np1_75_3	0.962	0.842	1.015	1.427	4.841	1.793	0.292	2.112
7np1_75_4	0.878	0.971	0.825	1.323	4.857	2.023	0.505	1.922
7np1_54_3	0.998	0.837	0.941	1.209	5.297	1.505	0.359	2.372
7np1_66_1	0.943	0.858	0.995	1.527	5.019	1.637	0.247	2.022
7np1_6_2	0.963	0.807	0.687	1.047	5.727	1.776	0.466	2.188
7np1_97_1	0.986	1.019	0.868	1.468	4.874	1.845	0.235	2.112
7np1_37_3	0.868	0.755	0.711	1.169	5.153	1.280	0.204	1.925
7np1_37_4	0.954	0.965	0.951	1.087	5.098	1.568	0.323	2.274
7np1_63_4	0.912	0.745	0.690	0.961	4.954	1.423	0.526	2.310
7np1_63_3	0.993	0.850	0.993	1.287	5.669	2.020	0.558	2.216
7np1_18_2	0.746	0.714	0.569	0.668	6.466	0.820	0.490	1.755
7np1_13_1	0.959	1.006	1.011	1.656	4.984	2.055	0.321	2.137
7np1_39_2	0.818	0.979	0.869	0.546	5.690	1.234	0.993	2.474
7np1_46_1	0.935	0.778	0.918	1.455	4.965	1.736	0.359	2.118
7np1_52_0	0.914	0.761	0.671	0.915	5.663	1.607	0.400	2.232
7np1_34_2	0.902	0.866	0.855	1.189	6.008	1.699	0.280	2.013
7np1_62_4	0.850	0.909	0.996	1.730	5.081	1.920	0.338	1.940
7np1_62_3	0.770	0.725	0.543	0.960	5.091	1.227	0.402	1.865
7np1_50_1	0.938	0.900	1.287	1.854	4.964	1.979	0.484	2.150
7np1_33_1	0.956	0.776	0.774	1.167	5.003	1.654	0.331	2.297
7np1_65_0	0.984	0.876	0.828	1.320	5.995	1.865	0.460	2.309
7np1_98_0	0.974	0.853	0.886	1.361	5.995	1.662	0.354	2.125
7np1_80_1	0.822	0.827	0.776	1.527	5.124	1.691	0.294	1.796
7pr0_52_1	0.943	0.808	0.288	0.569	11.117	1.114	0.573	2.520
7pr0_46_0	1.001	0.840	0.356	1.040	11.839	1.749	0.475	2.612
7pr0_80_0	0.975	0.791	0.568	0.508	11.042	1.247	0.488	2.588
7pr0_65_1	1.067	0.826	0.336	0.669	12.291	1.230	0.242	2.806
7pr0_98_1	1.019	0.630	0.262	0.528	13.316	0.740	0.258	2.950
7pr0_33_0	1.110	0.710	0.337	0.491	13.221	1.077	0.252	3.021
7pr0_6_2	0.844	0.578	0.520	0.388	3.535	0.504	0.388	2.475
7pr0_34_4	0.951	0.645	0.376	0.607	11.737	0.813	0.432	2.599
7pr0_62_2	0.842	0.681	0.391	0.552	12.803	0.931	0.371	2.358
7pr0_50_0	1.085	0.707	0.290	0.674	13.079	0.778	0.256	3.068
7pr0_34_3	0.961	0.795	0.358	0.545	13.211	0.950	0.230	2.615
7pr0_97_0	0.988	0.708	0.539	0.508	5.769	1.091	0.402	2.672
7pr0_37_2	0.976	0.804	0.445	0.637	11.859	1.297	0.477	2.512
7pr0_54_2	0.975	0.737	0.599	0.628	12.716	1.010	0.545	2.649
7pr0_66_0	0.992	0.803	0.280	0.535	13.160	1.054	0.268	2.824
7pr0_28_0	0.966	0.739	0.311	0.615	11.799	0.884	0.331	2.570
7pr0_75_2	1.015	0.773	0.341	0.612	13.026	1.133	0.304	2.800
7pr0_39_3	0.960	0.783	0.373	0.538	13.326	0.988	0.274	2.608
7pr0_18_4	1.022	0.805	0.348	0.731	10.280	1.199	0.327	2.712
7pr0_13_0	1.070	0.772	0.312	0.564	14.119	1.515	0.305	2.822
7pr0_18_3	0.519	0.626	0.517	0.659	12.366	0.785	0.575	0.699
7pr0_39_4	0.963	0.809	0.465	0.544	11.572	1.357	0.527	2.514
7pr0_63_2	0.965	0.817	0.913	0.867	12.471	1.406	0.650	2.509
7pr0_34_2	0.958	0.754	0.317	0.572	13.126	1.304	0.410	2.546
7pr0_62_4	1.066	0.927	0.337	0.604	13.307	1.251	0.413	2.892
7pr0_62_3	1.191	0.717	0.320	0.700	13.569	0.982	0.286	3.378
7pr0_50_1	1.106	0.761	0.470	0.539	13.501	1.031	0.225	3.179
7pr0_33_1	1.123	0.685	0.309	0.489	11.195	1.334	0.329	3.110
7pr0_6_3	1.259	0.945	0.723	0.862	12.332	1.730	0.607	3.401
7pr0_80_1	1.071	0.791	0.393	0.425	13.121	1.195	0.280	2.840
7pr0_6_4	1.101	0.710	0.318	0.594	13.410	1.053	0.277	3.062
7pr0_98_0	0.890	0.604	0.314	0.428	13.255	0.665	0.342	2.508
7pr0_65_0	0.910	0.640	0.351	0.490	13.153	1.185	0.336	2.488
7pr0_46_1	1.202	0.828	0.501	0.710	13.269	1.452	0.412	3.269
7pr0_52_0	0.968	0.751	0.350	0.446	4.875	1.177	0.351	2.543
7pr0_63_4	0.893	0.696	0.317	0.497	11.199	1.099	0.332	2.432
7pr0_63_3	1.219	0.712	0.293	0.589	12.913	1.033	0.318	3.438
7pr0_18_2	1.111	0.743	0.342	0.541	13.069	1.292	0.314	2.973
7pr0_39_2	0.829	0.673	0.334	0.492	13.186	0.710	0.419	2.206
7pr0_13_1	1.153	0.809	0.359	0.589	12.756	1.247	0.380	3.116
7pr0_28_1	0.972	0.757	0.336	0.600	8.768	1.099	0.374	2.554
7pr0_75_3	0.879	0.719	0.446	0.512	12.883	0.988	0.393	2.405
7pr0_54_4	0.970	0.713	0.480	0.489	12.902	1.097	0.362	2.589
7pr0_54_3	1.043	0.830	0.429	0.709	13.207	1.380	0.481	2.744
7pr0_66_1	0.919	0.728	0.297	0.508	13.346	0.832	0.252	2.413
7pr0_75_4	1.019	0.691	0.424	0.478	13.567	1.313	0.309	2.727
7pr0_97_1	0.875	0.653	0.588	0.527	11.105	0.865	0.292	2.342
7pr0_37_3	0.960	0.814	0.498	0.620	13.225	1.236	0.436	2.511
7pr0_37_4	0.985	0.867	0.662	0.679	14.253	1.751	0.562	2.494
7pr0_63_0	0.952	0.744	0.306	0.661	12.896	0.985	0.277	2.563
7pr0_39_1	0.864	0.724	0.530	0.520	11.796	0.631	0.269	2.245
7pr0_13_2	1.103	0.717	0.536	0.544	11.549	0.896	0.280	3.035
7pr0_18_1	1.097	0.830	0.312	0.863	13.679	1.634	0.446	2.836
7pr0_54_0	1.155	0.708	0.356	0.496	13.052	0.779	0.306	3.346
7pr0_66_2	1.163	0.680	0.477	0.477	11.697	0.859	0.366	3.371
7pr0_28_2	0.941	0.718	0.375	0.520	11.437	0.962	0.288	2.527
7pr0_75_0	0.881	0.670	0.329	0.450	13.376	0.805	0.297	2.403
7pr0_97_2	1.043	0.831	0.554	0.508	11.711	1.358	0.348	2.810
7pr0_37_0	0.983	0.765	0.419	0.506	10.731	1.229	0.362	2.577
7pr0_62_0	0.918	0.665	0.390	0.457	12.572	1.096	0.348	2.516
7pr0_50_2	1.226	0.750	0.455	0.603	12.406	0.946	0.230	3.518
7pr0_34_1	0.966	0.784	0.318	0.481	13.574	1.372	0.327	2.527
7pr0_80_2	1.003	0.762	0.410	0.605	12.264	0.895	0.241	2.732
7pr0_65_3	1.100	0.844	0.404	0.848	13.621	1.199	0.229	2.918
7pr0_98_3	1.009	0.713	0.323	0.703	13.791	1.068	0.245	2.732
7pr0_33_2	1.108	0.640	0.316	0.414	12.729	0.929	0.288	3.146
7pr0_6_0	1.102	0.744	0.426	0.473	12.977	1.049	0.348	3.065
7pr0_65_4	1.217	0.803	0.391	0.708	13.025	1.296	0.410	3.351
7pr0_98_4	1.048	0.845	0.490	0.541	13.129	0.982	0.250	3.031
7pr0_46_2	1.124	0.663	0.407	0.495	13.110	0.944	0.482	3.293
7pr0_52_3	0.959	0.797	0.527	0.618	5.201	1.185	0.314	2.556
7pr0_52_4	0.952	0.856	0.440	0.535	13.522	1.172	0.369	2.537
7pr0_97_3	0.974	0.922	0.598	0.533	13.312	1.085	0.206	2.602
7pr0_37_1	0.961	0.751	0.277	0.695	13.133	1.109	0.396	2.527
7pr0_97_4	0.838	0.685	0.562	0.478	12.466	0.733	0.392	2.230
7pr0_28_3	0.946	0.754	0.369	0.530	13.197	0.963	0.271	2.558
7pr0_75_1	0.847	0.839	0.509	0.675	12.733	1.665	0.579	2.148
7pr0_66_4	1.166	0.798	0.325	0.712	13.440	1.702	0.449	3.018
7pr0_54_1	1.193	0.744	0.496	0.574	12.388	1.111	0.215	3.338
7pr0_66_3	0.882	0.667	0.344	0.461	13.356	0.643	0.275	2.407
7pr0_28_4	0.958	0.665	0.525	0.520	10.578	0.739	0.253	2.618
7pr0_18_0	1.125	0.767	0.256	0.669	12.521	1.521	0.366	2.915
7pr0_13_4	1.161	0.750	0.323	0.608	12.705	1.406	0.392	3.147
7pr0_39_0	0.835	0.671	0.619	0.593	11.119	1.057	0.471	2.432
7pr0_13_3	0.960	0.698	0.489	0.531	10.127	0.959	0.252	2.564
7pr0_63_1	0.974	0.812	0.476	0.595	13.002	1.189	0.422	2.604
7pr0_52_2	0.952	0.826	0.492	0.559	13.701	1.374	0.390	2.478
7pr0_46_3	0.892	0.669	0.411	0.460	12.591	0.876	0.261	2.416
7pr0_46_4	1.118	0.710	0.562	0.598	13.689	0.994	0.234	3.177
7pr0_33_3	1.149	0.701	0.346	0.546	13.559	0.809	0.285	3.269
7pr0_6_1	1.074	0.820	0.324	0.967	13.956	2.018	0.494	2.886
7pr0_80_4	1.034	0.772	0.362	0.544	11.428	1.458	0.363	2.681
7pr0_80_3	0.953	0.788	0.431	0.626	10.002	1.181	0.408	2.523
7pr0_33_4	0.531	0.686	0.648	0.648	12.401	0.975	0.494	0.642
7pr0_98_2	1.219	0.804	0.366	0.695	12.881	1.143	0.555	3.469
7pr0_65_2	1.005	0.786	0.446	0.738	12.874	1.230	0.472	2.719
7pr0_34_0	0.991	0.778	0.447	0.577	13.294	1.514	0.339	2.534
7pr0_50_4	1.058	0.849	0.498	0.531	11.889	1.461	0.417	2.729
7pr0_62_1	1.026	0.703	0.392	0.496	12.757	0.996	0.359	2.823
7pr0_50_3	0.956	0.771	0.591	0.537	13.060	0.879	0.248	2.468
7rfb_46_1	0.464	0.596	1.059	0.649	3.393	1.019	0.584	0.491
7rfb_52_0	0.417	0.516	1.033	0.656	6.961	0.667	0.335	0.478
7rfb_62_3	0.422	0.527	0.888	0.696	5.089	0.700	0.528	0.455
7rfb_50_1	0.450	0.543	0.889	0.608	9.734	0.728	0.454	0.468
7rfb_62_4	0.524	0.663	0.846	0.597	9.314	0.987	0.496	0.527
7rfb_34_2	0.465	0.536	0.893	0.679	9.552	0.919	0.528	0.456
7rfb_65_0	0.440	0.542	1.054	0.608	4.552	0.823	0.408	0.503
7rfb_98_0	0.464	0.601	0.931	0.603	4.837	1.022	0.492	0.524
7rfb_6_2	0.462	0.577	1.019	0.564	6.429	0.797	0.476	0.429
7rfb_80_1	0.473	0.545	0.954	0.618	9.492	0.783	0.468	0.437
7rfb_33_1	0.409	0.591	1.040	0.730	8.116	0.697	0.432	0.525
7rfb_75_4	0.507	0.564	1.007	0.654	9.917	0.857	0.465	0.470
7rfb_54_3	0.473	0.628	0.807	0.548	9.754	0.916	0.451	0.413
7rfb_66_1	0.449	0.579	1.024	0.632	10.242	0.727	0.343	0.485
7rfb_54_4	0.477	0.658	1.001	0.621	2.715	0.903	0.447	0.555
7rfb_75_3	0.467	0.578	1.013	0.661	7.732	0.872	0.512	0.464
7rfb_28_1	0.525	0.563	1.015	0.662	9.103	1.220	0.406	0.454
7rfb_37_4	0.479	0.606	0.886	0.702	7.176	0.783	0.499	0.461
7rfb_37_3	0.475	0.608	0.994	0.585	8.856	0.849	0.379	0.475
7rfb_97_1	0.435	0.600	1.119	0.678	4.804	0.828	0.521	0.457
7rfb_63_3	0.451	0.606	0.939	0.625	7.493	0.842	0.436	0.507
7rfb_63_4	0.432	0.588	0.925	0.726	4.854	0.837	0.538	0.481
7rfb_13_1	0.455	0.577	0.992	0.854	6.031	0.912	0.484	0.471
7rfb_39_2	0.453	0.539	0.924	0.611	8.338	0.861	0.416	0.470
7rfb_18_2	0.469	0.535	0.987	0.602	7.665	0.821	0.402	0.474
7rfb_6_4	0.496	0.591	1.128	0.674	8.562	0.796	0.368	0.479
7rfb_33_0	0.453	0.608	1.107	0.889	6.786	0.854	0.380	0.648
7rfb_98_1	0.473	0.555	1.052	0.491	7.432	0.738	0.270	0.449
7rfb_65_1	0.462	0.604	1.016	0.513	3.922	0.761	0.471	0.477
7rfb_6_3	0.470	0.547	0.906	0.701	9.065	0.763	0.446	0.431
7rfb_80_0	0.460	0.718	1.198	0.984	5.505	1.151	0.852	0.466
7rfb_34_3	0.465	0.568	0.911	0.741	7.016	0.969	0.366	0.510
7rfb_62_2	0.451	0.628	0.943	0.849	7.957	0.907	0.594	0.530
7rfb_50_0	0.446	0.647	1.106	0.700	2.736	0.678	0.453	0.579
7rfb_34_4	0.417	0.596	1.029	0.645	5.738	0.871	0.374	0.469
7rfb_52_1	0.427	0.523	1.040	0.588	6.048	0.823	0.439	0.499
7rfb_46_0	0.517	0.556	0.874	0.619	9.715	1.122	0.526	0.458
7rfb_39_4	0.470	0.556	0.945	0.591	5.724	0.854	0.500	0.420
7rfb_18_3	0.449	0.560	0.925	0.604	4.559	0.849	0.576	0.447
7rfb_18_4	0.448	0.593	0.838	0.575	8.714	0.727	0.427	0.498
7rfb_13_0	0.462	0.560	0.925	0.633	4.508	0.999	0.482	0.451
7rfb_39_3	0.456	0.579	1.054	0.575	4.876	0.622	0.412	0.936
7rfb_63_2	0.459	0.588	1.068	0.553	4.725	0.768	0.416	0.530
7rfb_37_2	0.499	0.625	0.982	0.588	8.217	0.881	0.425	0.484
7rfb_97_0	0.438	0.646	1.155	0.736	2.055	0.730	0.539	0.499
7rfb_75_2	0.491	0.562	0.983	0.789	7.376	0.930	0.358	0.466
7rfb_28_0	0.465	0.616	1.040	0.758	8.059	0.821	0.444	0.522
7rfb_54_2	0.463	0.591	1.064	0.691	8.070	0.789	0.410	0.513
7rfb_66_0	0.464	0.600	1.024	0.477	3.302	0.875	0.502	0.507
7rfb_13_3	0.412	0.572	0.956	0.402	5.828	0.811	0.346	0.505
7rfb_39_0	0.448	0.575	0.924	0.688	9.868	0.846	0.439	0.495
7rfb_18_0	0.442	0.594	1.057	0.824	4.692	0.702	0.466	0.505
7rfb_13_4	0.463	0.643	1.039	0.684	5.131	0.903	0.506	0.531
7rfb_63_1	0.441	0.564	1.027	0.620	7.209	0.772	0.434	0.501
7rfb_97_4	0.496	0.616	1.026	0.599	2.307	0.859	0.538	0.468
7rfb_37_1	0.478	0.573	0.930	0.627	9.456	0.816	0.455	0.453
7rfb_97_3	0.452	0.618	1.150	0.678	3.820	0.693	0.369	0.531
7rfb_28_4	0.458	0.609	1.185	0.718	7.859	0.629	0.345	0.517
7rfb_54_1	0.490	0.685	1.146	0.560	5.840	0.973	0.266	0.577
7rfb_66_3	0.437	0.549	0.903	0.543	7.754	0.699	0.412	0.477
7rfb_66_4	0.431	0.581	0.935	0.708	7.134	0.926	0.502	0.471
7rfb_75_1	0.457	0.661	1.075	0.783	6.080	1.006	0.595	0.524
7rfb_28_3	0.490	0.590	0.902	0.567	9.792	0.959	0.406	0.536
7rfb_65_2	0.462	0.626	0.957	0.519	7.631	0.860	0.445	0.575
7rfb_98_2	0.441	0.613	0.952	0.702	5.921	0.768	0.404	0.510
7rfb_33_4	0.487	0.668	1.109	0.707	7.529	1.042	0.549	0.503
7rfb_6_0	0.438	0.503	1.052	0.738	9.183	0.702	0.489	0.470
7rfb_80_3	0.436	0.537	0.986	0.596	6.045	1.029	0.625	0.448
7rfb_80_4	0.470	0.585	0.947	0.654	6.107	0.782	0.549	0.460
7rfb_33_3	0.454	0.660	0.965	0.829	6.779	0.927	0.679	0.501
7rfb_62_1	0.445	0.618	1.103	0.823	5.606	0.799	0.448	0.515
7rfb_50_3	0.443	0.949	1.381	0.810	8.145	0.817	0.322	0.732
7rfb_50_4	0.480	0.542	0.907	0.542	3.977	0.903	0.477	0.434
7rfb_34_0	0.447	0.640	1.178	0.787	5.200	0.781	0.348	0.595
7rfb_52_2	0.421	0.621	1.154	0.760	3.359	0.730	0.511	0.545
7rfb_46_4	0.506	0.607	0.855	0.619	8.097	0.913	0.393	0.505
7rfb_46_3	0.499	0.627	0.948	0.692	8.842	0.895	0.471	0.535
7rfb_75_0	0.482	0.598	0.995	0.691	10.118	1.010	0.521	0.495
7rfb_28_2	0.506	0.595	1.188	0.750	7.588	0.929	0.519	0.505
7rfb_54_0	0.510	0.549	0.859	0.579	8.266	1.130	0.404	0.500
7rfb_66_2	0.466	0.625	1.393	0.846	4.410	0.781	0.445	0.519
7rfb_37_0	0.497	0.538	0.959	0.764	9.621	1.028	0.594	0.504
7rfb_97_2	0.446	0.547	0.946	0.596	5.406	0.868	0.467	0.429
7rfb_63_0	0.450	0.497	0.917	0.509	5.107	0.824	0.401	0.435
7rfb_18_1	0.425	0.546	0.949	0.599	7.876	0.696	0.484	0.487
7rfb_13_2	0.490	0.553	0.852	0.581	9.657	0.899	0.367	0.465
7rfb_39_1	0.465	0.536	0.876	0.492	6.837	0.793	0.458	0.435
7rfb_46_2	0.475	0.590	1.001	0.779	2.843	0.754	0.556	0.495
7rfb_52_4	0.463	0.687	0.972	0.748	6.848	0.755	0.487	0.502
7rfb_52_3	0.424	0.553	1.014	0.636	4.547	0.766	0.520	0.446
7rfb_34_1	0.499	0.597	0.887	0.590	10.010	0.898	0.417	0.472
7rfb_62_0	0.458	0.580	0.939	0.612	9.243	0.753	0.472	0.516
7rfb_50_2	0.457	0.560	0.849	0.642	5.647	0.807	0.492	0.426
7rfb_98_4	0.480	0.522	0.924	0.529	8.634	1.064	0.374	0.488
7rfb_65_4	0.516	0.608	0.925	0.480	7.510	1.176	0.542	0.495
7rfb_33_2	0.442	0.584	1.007	0.785	4.780	0.822	0.606	0.451
7rfb_98_3	0.477	0.652	1.113	0.687	5.134	0.869	0.413	0.610
7rfb_65_3	0.472	0.541	0.938	0.713	9.494	0.890	0.516	0.445
7rfb_6_1	0.464	0.614	0.907	0.646	8.672	0.813	0.517	0.508
7rfb_80_2	0.447	0.624	0.916	0.816	7.693	0.784	0.499	0.473
