model	plddt_full	plddt_h1	plddt_h2	plddt_h3	plddt_l1	plddt_l2	plddt_l3	pdb
7ps0_unrelaxed_rank_022_alphafold2_multimer_v3_model_4_seed_000	92.561	89.568	92.323	83.496	56.806	86.127	88.349	7ps0
7ps0_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_003	92.868	93.282	95.913	81.354	55.459	87.77	87.737	7ps0
7ps0_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_002	93.28	93.146	96.104	84.443	55.746	88.123	88.599	7ps0
7ps0_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_003	93.015	92.718	95.537	83.849	53.638	87.52	88.332	7ps0
7ps0_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	92.646	87.261	89.946	83.625	58.302	89.043	88.218	7ps0
7ps0_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_004	93.012	92.201	94.883	84.143	58.712	86.98	87.781	7ps0
7ps0_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001	93.109	92.195	95.34	84.449	57.647	88.19	87.812	7ps0
7ps0_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_003	93.193	92.455	96.741	84.876	52.93	86.52	89.212	7ps0
7ps0_unrelaxed_rank_018_alphafold2_multimer_v3_model_1_seed_001	93.478	90.744	93.713	84.457	65.148	88.873	88.713	7ps0
7ps0_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_004	93.41	90.37	93.911	85.353	62.693	89.583	89.125	7ps0
7ps0_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_004	93.396	93.614	95.607	85.326	58.21	88.627	88.557	7ps0
7ps0_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_000	92.725	88.531	90.519	82.831	58.497	88.54	87.913	7ps0
7ps0_unrelaxed_rank_017_alphafold2_multimer_v3_model_4_seed_002	92.832	90.705	94.75	84.22	55.97	87.793	88.456	7ps0
7ps0_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_001	93.751	91.843	95.466	85.373	65.307	89.957	88.073	7ps0
7ps0_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_003	93.631	91.823	95.939	84.873	59.498	90.063	88.293	7ps0
7ps0_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_002	93.117	91.549	94.141	83.633	57.31	89.353	88.739	7ps0
7ps0_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_001	93.972	92.069	95.019	85.003	65.282	90.293	89.024	7ps0
7ps0_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_001	92.985	90.719	93.411	83.283	57.934	88.707	87.844	7ps0
7ps0_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_002	93.225	89.657	93.349	84.741	59.701	88.207	88.323	7ps0
7ps0_unrelaxed_rank_009_alphafold2_multimer_v3_model_5_seed_000	93.185	88.942	91.937	84.41	60.747	89.06	88.286	7ps0
7ps0_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_003	92.495	86.431	89.471	84.141	60.378	89.543	88.201	7ps0
7ps0_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	93.295	93.162	95.901	83.97	56.616	89.353	88.749	7ps0
7ps1_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	94.969	93.141	93.224	85.603	82.186	93.52	83.734	7ps1
7ps1_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_003	94.991	93.304	93.439	85.386	82.213	93.54	84.119	7ps1
7ps1_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_002	94.151	92.783	92.324	81.819	76.97	91.357	78.961	7ps1
7ps1_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_000	94.107	93.174	92.707	80.586	77.33	91.103	78.946	7ps1
7ps1_unrelaxed_rank_020_alphafold2_multimer_v3_model_4_seed_003	93.757	90.813	91.667	82.328	77.271	91.393	78.284	7ps1
7ps1_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_001	93.245	92.343	91.723	81.362	71.397	90.23	76.47	7ps1
7ps1_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_001	94.036	92.89	92.071	80.257	74.559	90.187	79.834	7ps1
7ps1_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_003	94.381	92.501	92.983	81.968	83.654	92.83	82.571	7ps1
7ps1_unrelaxed_rank_017_alphafold2_multimer_v3_model_4_seed_004	94.428	93.884	93.624	86.045	76.679	92.56	78.106	7ps1
7ps1_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_001	94.153	91.866	92.277	79.691	83.626	92.353	81.93	7ps1
7ps1_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_001	93.658	90.149	90.929	80.987	76.243	90.96	78.434	7ps1
7ps1_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_004	93.453	92.372	92.151	79.858	70.62	89.603	78.616	7ps1
7ps1_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_002	95.002	93.275	93.127	86.227	81.456	93.58	84.229	7ps1
7ps1_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_002	94.507	93.547	92.76	83.166	76.563	91.25	81.264	7ps1
7ps1_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_003	93.613	92.572	92.226	81.872	74.821	90.583	78.856	7ps1
7ps1_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_003	94.584	93.483	93.153	82.517	78.174	91.147	82.188	7ps1
7ps1_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_004	94.749	92.975	93.189	84.563	80.37	93.04	84.35	7ps1
7ps1_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_004	93.921	92.851	92.339	81.165	74.319	90.73	78.791	7ps1
7ps1_unrelaxed_rank_007_alphafold2_multimer_v3_model_5_seed_000	94.715	93.796	93.207	84.289	78.934	91.957	80.799	7ps1
7ps1_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_004	94.337	91.798	92.626	83.096	81.42	93.043	82.546	7ps1
7ps1_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000	95.011	93.439	93.429	86.136	81.866	93.77	84.201	7ps1
7ps1_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_002	94.217	91.413	92.269	82.294	79.554	92.5	82.924	7ps1
7ps1_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_000	94.169	92.626	92.866	79.405	83.911	92.103	81.366	7ps1
7ps1_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_000	94.162	93.561	93.197	84.501	74.411	91.837	79.851	7ps1
7ps1_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_002	94.56	93.359	93.401	83.982	78.397	92.227	82.265	7ps1
7ps2_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_002	93.138	91.713	84.811	68.091	89.942	95.377	80.678	7ps2
7ps2_unrelaxed_rank_022_alphafold2_multimer_v3_model_3_seed_004	93.307	91.836	84.531	71.199	89.759	95.417	81.386	7ps2
7ps2_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_000	93.277	92.04	84.875	68.902	90.203	94.897	80.246	7ps2
7ps2_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_002	93.209	91.689	83.891	69.633	90.079	95.187	80.52	7ps2
7ps2_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003	93.921	93.533	86.267	71.946	91.036	95.813	81.942	7ps2
7ps2_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	93.555	93.368	86.267	69.333	90.464	95.377	80.841	7ps2
7ps2_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_004	93.293	92.461	83.914	68.565	91.108	96.02	80.922	7ps2
7ps2_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001	93.523	92.421	84.953	70.422	90.666	95.17	80.916	7ps2
7ps2_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	93.234	91.704	84.001	71.594	89.715	95.623	80.601	7ps2
7ps2_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_001	93.226	91.851	84.65	71.048	89.63	95.46	80.682	7ps2
7ps2_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_002	93.344	92.587	84.03	69.281	91.099	95.813	81.178	7ps2
7ps2_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_000	93.052	90.726	84.438	67.661	89.859	94.96	81.041	7ps2
7ps2_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_003	93.47	92.399	85.094	70.351	90.713	95.417	80.081	7ps2
7ps2_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_000	93.11	91.594	84.374	69.057	90.0	95.377	81.796	7ps2
7ps2_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_001	93.213	91.921	84.914	68.776	90.438	95.56	80.306	7ps2
7ps2_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_004	94.074	93.81	86.852	73.013	91.098	96.147	81.312	7ps2
7ps2_unrelaxed_rank_018_alphafold2_multimer_v3_model_5_seed_004	92.987	91.499	84.766	66.809	89.802	95.373	80.383	7ps2
7ps2_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_004	93.317	91.938	84.607	69.1	90.302	94.917	80.781	7ps2
7ps2_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_003	93.1	91.594	84.094	69.22	89.834	95.357	81.58	7ps2
7ps2_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_000	93.312	92.281	82.915	69.326	91.163	95.853	81.27	7ps2
7ps2_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_003	93.355	92.282	83.46	68.98	91.239	95.917	81.722	7ps2
7ps2_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000	93.678	93.156	84.781	71.249	90.624	95.58	81.387	7ps2
7ps2_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_001	93.899	93.579	87.01	71.008	91.193	95.77	82.169	7ps2
7ps2_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_003	93.234	91.875	85.016	69.342	90.395	95.71	80.015	7ps2
7ps2_unrelaxed_rank_006_alphafold2_multimer_v3_model_2_seed_001	93.61	92.851	84.406	70.132	91.733	95.983	82.08	7ps2
7ps4_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_000	95.704	96.969	96.937	83.396	93.039	95.857	91.87	7ps4
7ps4_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_003	95.566	96.936	96.844	82.546	92.898	95.73	91.579	7ps4
7ps4_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_002	96.43	97.298	97.203	90.844	94.22	97.357	94.092	7ps4
7ps4_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000	95.885	97.103	96.923	86.867	92.821	96.733	92.659	7ps4
7ps4_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_004	95.35	96.555	96.851	83.539	91.797	95.083	91.433	7ps4
7ps4_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_002	94.883	96.186	96.561	80.053	90.609	93.73	90.563	7ps4
7ps4_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_002	96.302	97.53	97.482	88.989	93.907	96.873	93.251	7ps4
7ps4_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_001	95.895	97.194	97.438	87.889	92.876	96.187	92.767	7ps4
7ps4_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_001	95.153	96.321	96.726	81.941	91.821	93.917	91.379	7ps4
7ps4_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_000	95.286	96.85	96.866	83.504	91.108	95.687	91.238	7ps4
7ps4_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_004	96.013	97.374	97.351	86.579	93.546	96.353	92.825	7ps4
7ps4_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_001	96.385	97.47	97.274	90.588	93.773	97.627	94.091	7ps4
7ps4_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_003	95.31	96.796	96.83	83.481	91.345	95.773	91.817	7ps4
7ps4_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_001	96.208	97.514	97.491	89.841	93.461	97.167	93.437	7ps4
7ps4_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_002	95.996	97.421	97.335	88.714	92.899	96.917	92.965	7ps4
7ps4_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_000	96.084	97.345	97.392	90.191	94.351	96.357	92.682	7ps4
7ps4_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_004	95.533	96.906	97.079	87.222	92.257	95.207	91.131	7ps4
7ps4_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_003	95.686	96.921	96.719	86.261	92.539	96.647	92.296	7ps4
7ps4_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_001	95.857	97.078	97.04	84.672	93.369	96.183	92.385	7ps4
7ps4_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_002	95.02	96.172	96.523	82.496	90.758	94.437	90.115	7ps4
7ps4_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_000	94.775	95.765	96.181	78.178	90.787	94.147	90.291	7ps4
7ps4_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_004	95.763	97.181	97.194	87.737	92.475	96.75	92.5	7ps4
7ps4_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_003	94.836	96.094	96.405	78.839	90.893	94.27	90.239	7ps4
7ps4_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_003	96.009	97.226	97.281	90.364	94.311	96.313	92.455	7ps4
7ps4_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_004	96.18	97.236	97.039	90.264	93.734	97.417	93.205	7ps4
7ps6_unrelaxed_rank_011_alphafold2_multimer_v3_model_5_seed_002	93.785	85.801	88.126	69.926	92.843	92.623	92.237	7ps6
7ps6_unrelaxed_rank_006_alphafold2_multimer_v3_model_5_seed_004	93.694	85.0	87.883	68.855	92.948	92.77	92.147	7ps6
7ps6_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_004	93.804	86.148	89.116	69.925	93.688	93.417	92.73	7ps6
7ps6_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_001	93.229	87.881	89.143	68.539	91.625	90.73	90.91	7ps6
7ps6_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_004	93.427	84.375	87.319	69.813	92.77	92.46	91.75	7ps6
7ps6_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_001	92.922	82.956	86.233	66.357	93.167	93.04	91.208	7ps6
7ps6_unrelaxed_rank_019_alphafold2_multimer_v3_model_1_seed_002	93.107	83.481	87.427	69.204	93.25	93.083	90.451	7ps6
7ps6_unrelaxed_rank_014_alphafold2_multimer_v3_model_3_seed_003	93.999	86.924	89.207	72.34	92.512	92.893	92.569	7ps6
7ps6_unrelaxed_rank_022_alphafold2_multimer_v3_model_1_seed_001	93.227	84.599	87.733	69.738	93.282	92.793	91.286	7ps6
7ps6_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_000	93.738	86.449	88.16	72.789	92.813	93.353	92.423	7ps6
7ps6_unrelaxed_rank_024_alphafold2_multimer_v3_model_1_seed_000	93.313	83.418	87.107	71.841	93.738	93.437	91.786	7ps6
7ps6_unrelaxed_rank_023_alphafold2_multimer_v3_model_2_seed_000	93.113	84.161	87.187	68.587	92.968	92.77	91.299	7ps6
7ps6_unrelaxed_rank_018_alphafold2_multimer_v3_model_3_seed_000	93.924	88.023	90.34	70.936	92.27	91.793	91.993	7ps6
7ps6_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_002	93.455	84.056	85.874	71.41	93.208	93.54	92.514	7ps6
7ps6_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_003	93.739	85.875	89.161	68.631	93.345	92.583	92.728	7ps6
7ps6_unrelaxed_rank_015_alphafold2_multimer_v3_model_4_seed_003	93.515	83.72	87.759	72.583	93.232	92.837	92.389	7ps6
7ps6_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_003	93.3	83.887	87.429	69.166	93.615	93.04	92.098	7ps6
7ps6_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_004	94.201	86.517	89.991	76.679	94.155	93.873	93.676	7ps6
7ps6_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_001	93.745	85.599	88.17	69.786	92.447	92.667	92.02	7ps6
7ps6_unrelaxed_rank_021_alphafold2_multimer_v3_model_4_seed_002	93.687	83.776	87.839	75.637	93.645	93.603	92.771	7ps6
7ps6_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_004	93.994	87.719	88.6	71.792	92.802	93.333	91.992	7ps6
7ps6_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_001	94.088	86.423	88.697	75.144	93.138	93.69	93.208	7ps6
7ps6_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_003	93.371	84.143	86.573	69.05	93.748	93.897	92.346	7ps6
7ps6_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000	93.777	84.624	87.866	69.881	92.928	93.023	92.403	7ps6
7ps6_unrelaxed_rank_013_alphafold2_multimer_v3_model_3_seed_002	94.112	87.987	89.143	72.677	92.978	93.02	92.424	7ps6
7q0g_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_001	92.504	83.421	88.219	81.705	84.509	93.33	72.641	7q0g
7q0g_unrelaxed_rank_019_alphafold2_multimer_v3_model_2_seed_003	93.568	87.5	90.226	82.822	92.511	95.623	77.305	7q0g
7q0g_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000	93.955	88.188	90.523	83.722	88.241	95.043	74.352	7q0g
7q0g_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_003	93.877	87.345	89.625	84.785	91.33	95.54	74.807	7q0g
7q0g_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_002	93.554	88.041	90.178	79.876	89.857	94.623	73.384	7q0g
7q0g_unrelaxed_rank_016_alphafold2_multimer_v3_model_5_seed_002	92.506	78.039	85.757	82.153	89.937	94.667	73.244	7q0g
7q0g_unrelaxed_rank_024_alphafold2_multimer_v3_model_2_seed_004	92.652	83.885	89.204	80.512	90.214	94.603	73.578	7q0g
7q0g_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_000	93.196	84.923	89.001	83.421	88.92	94.457	73.146	7q0g
7q0g_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_004	94.01	87.93	90.22	85.802	89.806	95.103	74.842	7q0g
7q0g_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_002	92.876	85.164	88.774	83.183	84.75	93.73	73.862	7q0g
7q0g_unrelaxed_rank_007_alphafold2_multimer_v3_model_3_seed_000	93.406	84.869	87.913	77.431	89.921	93.023	79.109	7q0g
7q0g_unrelaxed_rank_010_alphafold2_multimer_v3_model_3_seed_003	93.593	86.881	88.64	79.205	89.724	93.293	76.675	7q0g
7q0g_unrelaxed_rank_017_alphafold2_multimer_v3_model_3_seed_004	92.722	84.537	88.594	79.415	87.141	93.333	73.593	7q0g
7q0g_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000	93.948	88.257	90.463	87.575	84.089	94.397	75.648	7q0g
7q0g_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_001	91.427	77.562	84.773	73.921	84.796	92.167	73.778	7q0g
7q0g_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_001	93.331	87.14	90.234	71.811	90.553	93.143	74.685	7q0g
7q0g_unrelaxed_rank_012_alphafold2_multimer_v3_model_4_seed_001	92.987	86.25	88.999	75.815	87.526	92.19	74.766	7q0g
7q0g_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_001	93.655	87.336	90.345	82.96	92.886	95.687	78.645	7q0g
7q0g_unrelaxed_rank_025_alphafold2_multimer_v3_model_2_seed_000	92.699	86.109	89.22	78.864	89.929	94.23	72.546	7q0g
7q0g_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_002	93.223	87.704	90.337	82.33	90.839	94.913	73.555	7q0g
7q0g_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_004	93.346	86.022	89.033	82.067	89.581	94.417	73.763	7q0g
7q0g_unrelaxed_rank_011_alphafold2_multimer_v3_model_4_seed_003	93.227	86.469	89.461	75.294	90.221	93.27	74.744	7q0g
7q0g_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_003	94.56	90.25	91.626	86.686	92.151	96.187	75.174	7q0g
7q0g_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_004	94.387	89.304	91.374	87.149	90.984	96.06	75.608	7q0g
7q0g_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_002	93.427	86.756	90.244	86.789	78.37	93.67	74.058	7q0g
7q0i_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_004	96.054	95.704	92.593	86.824	93.032	95.48	91.995	7q0i
7q0i_unrelaxed_rank_005_alphafold2_multimer_v3_model_1_seed_002	94.78	94.062	90.741	79.999	91.083	93.71	92.114	7q0i
7q0i_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_001	94.936	94.211	93.009	79.302	90.323	91.29	91.757	7q0i
7q0i_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_000	94.739	93.321	87.991	82.821	90.928	94.207	90.705	7q0i
7q0i_unrelaxed_rank_021_alphafold2_multimer_v3_model_3_seed_003	94.379	92.649	89.242	76.995	90.762	92.143	92.13	7q0i
7q0i_unrelaxed_rank_015_alphafold2_multimer_v3_model_2_seed_002	94.252	93.219	92.436	76.47	90.303	92.793	91.237	7q0i
7q0i_unrelaxed_rank_019_alphafold2_multimer_v3_model_5_seed_004	94.447	93.274	90.71	77.883	88.843	91.247	90.336	7q0i
7q0i_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_003	96.502	96.698	94.517	89.536	93.448	95.873	94.215	7q0i
7q0i_unrelaxed_rank_016_alphafold2_multimer_v3_model_2_seed_000	94.251	93.329	92.438	75.267	91.283	92.793	90.864	7q0i
7q0i_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_002	94.541	93.51	91.399	78.209	88.948	92.167	91.238	7q0i
7q0i_unrelaxed_rank_022_alphafold2_multimer_v3_model_2_seed_003	93.931	92.555	91.891	73.961	90.385	92.19	90.697	7q0i
7q0i_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_000	94.022	92.46	88.491	73.851	90.855	92.79	91.092	7q0i
7q0i_unrelaxed_rank_020_alphafold2_multimer_v3_model_3_seed_001	94.406	92.595	90.374	76.471	90.685	91.563	92.091	7q0i
7q0i_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000	96.1	97.101	95.899	87.434	91.688	94.877	90.897	7q0i
7q0i_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_002	94.753	93.859	91.25	81.685	90.018	92.457	92.073	7q0i
7q0i_unrelaxed_rank_011_alphafold2_multimer_v3_model_5_seed_003	94.752	93.96	92.93	78.27	89.937	91.273	91.085	7q0i
7q0i_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	94.499	93.445	92.273	77.038	90.583	93.08	91.42	7q0i
7q0i_unrelaxed_rank_014_alphafold2_multimer_v3_model_4_seed_002	94.436	92.93	91.108	75.926	90.625	90.793	90.948	7q0i
7q0i_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_001	95.248	94.493	92.329	80.27	92.313	92.77	92.436	7q0i
7q0i_unrelaxed_rank_023_alphafold2_multimer_v3_model_3_seed_004	94.111	92.094	84.517	76.62	90.5	91.56	91.681	7q0i
7q0i_unrelaxed_rank_017_alphafold2_multimer_v3_model_5_seed_000	94.739	94.275	92.82	79.286	89.52	91.0	90.699	7q0i
7q0i_unrelaxed_rank_008_alphafold2_multimer_v3_model_1_seed_003	94.928	95.204	92.399	81.799	90.49	94.123	89.535	7q0i
7q0i_unrelaxed_rank_012_alphafold2_multimer_v3_model_2_seed_001	94.321	93.171	92.656	76.091	90.853	92.747	91.653	7q0i
7q0i_unrelaxed_rank_018_alphafold2_multimer_v3_model_2_seed_004	94.24	92.61	91.696	74.805	90.675	92.523	90.465	7q0i
7q0i_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_004	94.162	92.914	89.345	75.455	89.772	92.377	91.279	7q0i
7qnw_unrelaxed_rank_015_alphafold2_multimer_v3_model_5_seed_003	93.183	87.619	84.927	74.912	94.175	93.627	88.143	7qnw
7qnw_unrelaxed_rank_021_alphafold2_multimer_v3_model_5_seed_004	91.118	83.901	78.197	61.087	93.345	92.27	85.549	7qnw
7qnw_unrelaxed_rank_007_alphafold2_multimer_v3_model_2_seed_004	93.152	87.409	85.767	76.964	94.488	95.063	85.944	7qnw
7qnw_unrelaxed_rank_024_alphafold2_multimer_v3_model_3_seed_002	93.19	85.751	85.133	79.812	94.583	94.56	87.775	7qnw
7qnw_unrelaxed_rank_008_alphafold2_multimer_v3_model_4_seed_000	92.386	83.357	83.447	71.987	93.55	93.75	84.72	7qnw
7qnw_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000	94.218	90.749	89.473	81.573	94.937	95.727	87.187	7qnw
7qnw_unrelaxed_rank_018_alphafold2_multimer_v3_model_1_seed_003	93.209	88.443	87.607	76.341	94.853	94.623	87.507	7qnw
7qnw_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_003	94.48	90.168	88.806	83.495	95.522	96.29	88.794	7qnw
7qnw_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_004	92.85	87.07	85.813	74.075	94.502	93.977	87.213	7qnw
7qnw_unrelaxed_rank_022_alphafold2_multimer_v3_model_5_seed_001	91.265	84.974	79.651	61.737	93.345	91.94	86.05	7qnw
7qnw_unrelaxed_rank_016_alphafold2_multimer_v3_model_3_seed_000	94.157	86.948	87.507	83.836	95.457	95.687	89.33	7qnw
7qnw_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_000	92.962	85.474	82.867	75.638	94.73	94.353	87.668	7qnw
7qnw_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_001	93.842	88.292	85.216	82.848	95.24	95.48	88.701	7qnw
7qnw_unrelaxed_rank_013_alphafold2_multimer_v3_model_2_seed_002	91.916	85.195	83.106	66.372	93.385	93.523	84.9	7qnw
7qnw_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_001	91.32	80.988	79.266	64.675	93.115	92.71	83.863	7qnw
7qnw_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_001	93.767	88.274	86.437	79.638	94.948	95.727	87.023	7qnw
7qnw_unrelaxed_rank_025_alphafold2_multimer_v3_model_3_seed_003	92.701	86.627	85.35	80.648	94.387	95.083	85.364	7qnw
7qnw_unrelaxed_rank_020_alphafold2_multimer_v3_model_4_seed_001	91.253	80.516	82.16	63.776	93.613	92.73	86.482	7qnw
7qnw_unrelaxed_rank_006_alphafold2_multimer_v3_model_4_seed_002	94.134	89.088	87.561	81.114	95.48	95.417	89.37	7qnw
7qnw_unrelaxed_rank_014_alphafold2_multimer_v3_model_5_seed_002	91.916	83.435	81.366	67.264	92.907	92.38	85.307	7qnw
7qnw_unrelaxed_rank_012_alphafold2_multimer_v3_model_5_seed_000	92.771	85.861	81.83	72.8	94.008	93.25	87.949	7qnw
